2016-05-10 02:46:07,38,0,2,109,149,18,163,4,-5110,300,85,143,53,85,47,34,-13,-41,-26,18,19,-17,-23,21,10,-27,-13,7,0,146,81,34,145,8,65,1530,36,66,26,8,271,75,-197,170,-117,76,-62,44,-27,15,-3,-2,1,3,-2,2,-1,2,0,2
2016-05-10 02:46:09,116,0,2,181,176,80,258,17,-4871,226,64,51,31,49,20,51,-18,-46,-49,21,16,-18,-12,32,17,-18,-9,18,0,143,301,35,305,19,83,639,34,86,37,9,546,102,-199,221,-214,172,-138,105,-66,41,-17,-2,7,-8,8,-2,1,1,0,2
2016-05-10 02:46:12,195,0,3,240,199,152,178,33,-4520,190,27,-41,29,43,31,57,-23,-36,-67,3,17,-12,-11,31,10,8,-17,16,0,223,404,60,400,23,297,363,29,142,40,9,528,63,-186,217,-232,191,-155,138,-107,87,-63,45,-46,44,-40,38,-26,9,0,2
2016-05-10 02:46:14,207,0,3,245,198,157,192,35,-4590,173,46,-2,36,31,19,70,-25,-47,-63,41,22,-33,-25,42,7,-14,-8,32,0,150,576,32,271,19,257,480,28,119,45,9,432,63,-191,230,-248,208,-174,156,-124,97,-73,46,-37,27,-18,21,-17,8,0,2
2016-05-10 02:46:16,161,0,3,224,195,124,235,27,-4616,203,60,-4,36,46,3,49,-16,-14,-69,-2,19,-9,-10,15,13,-6,-10,8,0,215,270,52,360,34,109,605,33,122,27,8,540,82,-186,214,-224,175,-142,124,-90,76,-54,34,-29,19,-18,17,-12,8,-1,2
2016-05-10 02:46:19,167,0,3,225,187,127,239,27,-4598,200,31,14,41,46,22,64,-22,-41,-54,33,21,-34,-33,40,15,-20,-3,31,0,195,508,66,255,18,273,715,63,119,33,11,397,90,-187,214,-215,165,-122,104,-83,68,-55,44,-41,28,-15,14,-11,6,-1,2
2016-05-10 02:46:21,189,0,3,241,196,141,214,30,-4610,170,29,19,38,56,9,59,-29,-22,-76,5,24,-14,-8,23,10,-10,-7,13,0,146,331,50,377,42,112,510,69,175,45,10,498,103,-181,204,-200,149,-122,107,-78,57,-34,19,-19,16,-21,22,-17,11,0,2
2016-05-10 02:46:23,177,0,2,231,193,138,249,29,-4586,187,21,14,30,30,29,66,-21,-40,-60,26,18,-37,-27,42,15,-21,-7,32,0,168,536,84,233,26,246,455,72,166,47,8,471,85,-187,213,-222,190,-157,137,-106,78,-56,41,-38,31,-26,24,-16,9,-1,2
2016-05-10 02:46:25,233,0,3,278,208,159,235,39,-4608,153,64,-9,33,52,-3,46,-10,-36,-66,20,16,-19,-11,29,15,-18,-5,21,0,132,385,49,308,19,102,425,34,125,46,8,501,100,-163,200,-223,167,-143,125,-84,68,-42,24,-30,17,-18,19,-7,10,0,2
2016-05-10 02:46:28,167,0,3,221,189,128,258,25,-4593,206,29,2,27,30,9,76,-22,-37,-63,29,14,-27,-24,33,17,-15,-5,25,0,216,482,62,263,32,259,529,61,99,51,10,441,92,-194,220,-217,169,-127,109,-81,53,-39,31,-32,31,-23,21,-16,6,-1,2
2016-05-10 02:46:30,184,0,3,240,199,143,225,33,-4553,189,58,-35,20,21,12,77,-7,-46,-71,29,15,-27,-19,39,9,-11,-5,21,0,206,515,35,378,29,217,338,31,96,30,11,520,73,-187,221,-242,199,-153,130,-89,67,-46,25,-25,21,-14,16,-11,4,-1,2
2016-05-10 02:46:32,177,0,3,236,196,143,208,29,-4593,182,49,-8,15,50,7,52,-20,-31,-52,11,21,-20,-28,31,17,-13,-6,21,0,184,405,70,322,35,261,522,65,136,37,6,530,99,-188,222,-232,185,-151,127,-91,68,-44,34,-39,37,-39,37,-24,10,0,2
