@relation arousal
            
@attribute Angry numeric
@attribute ConcentrationLevel numeric
@attribute Embarrassment numeric
@attribute Excitement numeric
@attribute Hesitation numeric
@attribute ImaginationActivity numeric
@attribute IntensiveThinking numeric
@attribute Content numeric
@attribute SAF numeric
@attribute Upset numeric
@attribute ExtremeState numeric
@attribute Stress numeric
@attribute Uncertainty numeric
@attribute Energy numeric
@attribute BrainPower numeric
@attribute EmoCogRatio numeric
@attribute MaxAmpVol numeric
@attribute VoiceEnergy numeric
@attribute arousal {-2,-1,0,1,2}

@data
30,0,0,30,19,7,19,30,0,0,30,3,3,50,2699,379,32767,92,-1
30,0,7,30,19,9,14,30,0,0,30,2,4,50,2710,423,32767,532,-1
30,0,14,30,10,6,9,30,0,0,30,3,4,50,2741,483,32767,46,-1
30,7,0,30,17,4,8,30,0,0,30,4,3,50,2693,480,32767,333,-1
30,0,0,30,12,0,8,30,2,0,30,2,4,50,2740,488,32767,169,-1
29,0,7,30,15,5,11,30,0,0,30,4,6,50,2528,401,28672,20,-1
29,1,0,29,19,5,11,30,0,0,29,5,5,50,2347,377,19455,292,-1
14,0,7,20,15,4,3,20,0,0,18,6,8,32,1748,337,12287,31,-1
26,0,21,24,17,8,3,30,1,0,22,4,5,50,2001,404,11007,41,-1
25,1,7,22,26,4,1,30,0,0,22,2,6,50,1890,402,17920,72,-1
30,0,14,30,21,2,10,30,1,0,30,2,2,50,2655,463,32767,20,-1
30,0,14,30,15,3,12,30,1,0,30,4,4,50,2629,425,32767,502,-1
30,3,0,30,12,0,7,30,0,0,30,2,4,50,2685,489,32767,72,-1
30,1,14,30,15,0,5,30,0,0,26,0,5,50,2659,502,32767,154,-1
30,0,7,30,17,3,15,30,1,0,30,0,3,50,2674,406,32767,46,-1
30,0,7,30,12,2,7,30,0,0,30,1,1,50,2709,523,32767,589,-1
20,0,0,19,15,0,1,30,1,0,14,4,8,45,1694,352,24320,328,-1
30,0,0,30,15,4,6,30,0,0,30,0,3,50,2740,515,31999,56,-1
30,0,14,30,17,5,14,30,0,0,30,4,5,50,2660,400,32766,51,-1
24,0,7,30,15,0,11,30,2,0,29,2,9,43,2513,391,30976,20,-1
14,0,14,26,17,1,10,27,0,0,19,7,11,30,2168,333,20736,31,-1
26,0,14,22,15,12,3,30,0,0,21,1,4,50,1877,394,9215,133,-1
26,0,7,23,19,14,5,30,1,0,23,2,4,50,1906,372,10495,72,-1
22,5,0,20,12,14,2,30,0,0,24,2,5,46,1749,367,9216,56,-1
30,0,0,30,11,5,10,30,0,0,30,0,4,50,2666,445,28160,51,-1
30,1,0,30,19,0,7,30,0,0,30,1,3,50,2721,500,32767,522,-1
30,0,0,30,17,0,10,30,0,0,30,1,3,50,2655,457,32767,20,-1
26,0,14,23,15,14,4,30,0,0,25,2,5,50,1915,382,9983,46,-1
30,0,14,30,15,5,9,30,0,0,30,3,4,50,2703,469,32767,154,-1
30,0,7,30,15,2,13,30,0,0,30,6,5,50,2685,416,32767,266,-1
28,0,28,28,17,2,8,30,1,0,26,5,6,50,2280,399,21248,87,-1
30,0,0,30,17,3,13,30,4,0,30,2,4,50,2696,425,32767,20,-1
30,0,0,30,17,2,11,30,0,0,30,4,3,50,2691,450,32767,579,-1
30,0,0,30,15,7,30,30,0,0,30,4,5,50,2640,283,31488,384,-1
30,5,0,30,17,5,18,30,0,0,30,6,5,50,2646,370,32766,20,-1
30,3,7,30,15,2,21,30,0,0,30,4,4,50,2676,354,31743,159,-1
30,0,0,30,17,3,22,30,1,0,30,4,4,50,2697,351,32766,410,-1
30,0,7,30,19,1,14,30,0,0,30,2,3,50,2644,411,29951,276,-1
30,4,0,30,15,1,9,30,0,0,30,4,5,50,2676,463,32512,31,-1
22,2,7,21,17,6,5,30,0,0,20,4,9,48,1819,332,23552,159,-1
14,10,0,22,21,2,6,23,3,0,17,7,9,32,1880,325,20480,36,-1
26,0,14,25,15,3,9,30,0,0,19,6,5,49,2080,354,22527,56,-1
30,0,7,30,15,6,11,30,0,0,30,2,4,50,2696,449,31488,92,-1
28,0,0,30,15,3,7,30,0,0,28,5,7,50,2416,425,20480,184,-1
24,2,0,23,17,0,2,30,0,0,20,3,6,46,1923,398,18943,82,-1
23,0,21,23,12,14,3,30,0,0,23,2,5,44,1818,370,10239,20,-1
26,2,7,22,15,12,1,30,2,0,20,1,5,50,1869,405,9983,26,-1
20,0,0,21,15,15,3,28,0,0,24,2,6,41,1768,356,9471,92,-1
12,0,7,21,15,7,4,20,0,0,18,4,10,29,1845,334,19200,31,-1
28,0,21,27,19,0,7,30,1,0,25,6,6,50,2174,390,28671,31,-1
30,0,7,30,17,0,7,30,0,0,30,2,3,50,2693,501,32767,108,-1
30,0,0,30,17,4,12,30,0,0,30,3,3,50,2614,432,32767,369,-1
30,0,14,30,12,0,15,30,0,0,30,2,5,50,2672,398,32767,589,-1
29,3,0,30,15,5,12,30,0,0,30,2,6,50,2603,415,32767,358,-1
28,9,0,29,17,6,12,30,0,0,25,4,7,50,2345,363,26368,164,-1
29,0,7,30,12,3,7,30,0,0,25,4,6,50,2487,441,32767,72,-1
30,4,7,30,17,5,14,30,0,0,30,2,5,50,2672,406,31999,184,-1
30,0,30,30,19,5,12,30,0,0,30,0,4,50,2702,435,31231,97,-1
30,0,30,30,19,5,14,30,0,0,30,1,3,50,2721,426,32767,46,-1
20,0,14,26,15,1,5,30,1,0,21,4,12,42,2145,372,32766,20,-1
30,0,14,30,17,3,14,30,0,0,30,4,4,50,2706,417,32767,200,-1
30,0,21,30,13,5,10,30,0,0,30,4,4,50,2654,448,32767,87,-1
30,0,0,30,19,5,13,30,0,0,30,0,2,50,2730,435,32767,31,-1
30,0,0,30,19,7,18,30,2,0,30,2,3,50,2720,385,32767,225,-1
30,0,7,30,21,0,7,30,2,0,30,2,3,50,2697,501,32767,46,-1
30,0,30,30,17,5,12,30,0,0,30,4,3,50,2707,441,32767,522,-1
14,5,7,19,13,5,3,19,5,0,16,6,8,32,1671,325,20224,46,-1
29,0,21,30,17,0,8,30,0,0,26,4,6,50,2476,429,18175,20,-1
30,0,0,30,15,7,9,30,0,0,30,2,5,50,2707,470,32255,41,-1
30,0,0,30,17,0,14,30,0,0,30,1,4,50,2625,407,28159,271,-1
28,0,7,24,17,12,3,30,0,0,26,2,3,50,1966,411,11007,51,-1
26,0,7,23,17,13,2,30,0,0,25,2,4,50,1903,404,9984,87,-1
24,0,21,21,12,13,3,30,0,0,23,2,5,47,1794,371,10239,41,-1
27,0,14,24,15,13,5,0,0,0,24,2,4,50,1959,376,10751,20,-1
26,4,0,23,17,13,2,30,0,0,21,2,5,50,1914,398,9727,20,-1
22,0,0,30,15,5,20,30,0,0,27,0,12,43,2425,302,26112,31,-1
30,7,0,30,13,4,13,30,0,0,30,6,5,50,2649,412,32767,184,-1
30,0,21,30,17,3,12,30,0,0,30,6,5,50,2593,412,32767,108,-1
30,0,0,30,12,3,11,30,0,0,30,2,5,50,2710,440,32767,174,-1
29,0,7,30,17,3,10,30,1,0,30,2,6,50,2676,443,32767,72,-1
30,8,0,30,17,0,7,30,0,0,30,4,4,50,2720,497,32767,630,-1
30,0,7,30,19,6,10,30,0,0,30,2,4,50,2653,454,32767,210,-1
29,0,7,30,17,3,12,30,0,0,26,0,6,50,2375,375,22784,246,-1
29,0,0,30,13,1,17,30,0,0,30,4,6,50,2609,369,32767,195,-1
29,0,7,30,15,6,13,30,2,0,28,5,6,50,2400,365,20480,82,-1
14,0,7,19,15,0,1,21,0,0,13,4,9,33,1706,344,24831,20,-1
30,0,14,30,10,1,8,30,0,0,30,4,4,50,2556,456,19967,31,-1
30,0,0,30,17,1,9,30,0,0,30,4,5,50,2472,429,20223,113,-1
27,0,30,28,17,1,5,30,0,0,22,4,7,49,2231,420,15103,51,-1
26,0,21,22,19,11,0,30,0,0,22,0,5,50,1855,431,11263,56,-1
26,0,7,22,12,6,3,0,1,0,20,2,4,50,1856,386,10750,41,-1
29,0,0,30,15,1,16,30,0,0,28,2,6,50,2617,379,32767,20,-1
29,0,28,30,17,8,16,30,0,0,30,6,6,50,2651,380,32767,282,-1
28,3,21,30,15,0,6,30,2,0,24,6,7,49,2425,443,18943,276,-1
30,5,0,30,13,10,20,30,0,0,30,2,4,50,2621,354,32766,56,-1
18,0,14,23,12,2,4,29,2,0,18,2,9,37,1932,352,32512,41,-1
30,0,14,30,17,1,1,30,0,0,30,1,2,50,2732,620,32767,640,-1
30,0,0,30,17,3,17,30,0,0,30,5,5,50,2704,386,32767,128,-1
26,0,0,28,15,1,9,30,0,0,25,7,10,50,2230,361,32767,282,-1
30,4,0,30,15,0,13,30,0,0,30,0,4,50,2620,414,27135,82,-1
30,0,7,30,19,0,0,30,0,0,30,0,1,50,2705,674,32767,31,-1
29,0,0,30,13,7,5,30,0,0,27,5,6,50,2398,451,32767,394,-1
28,0,7,29,15,1,6,30,0,0,25,4,8,50,2191,387,23295,118,-1
28,0,14,27,13,5,6,30,1,0,21,3,6,50,2114,383,24831,230,-1
30,8,0,30,17,0,0,30,0,0,27,3,4,50,2442,550,14847,41,-1
28,0,7,25,17,10,0,30,0,0,28,0,3,50,2066,472,11264,31,-1
26,0,0,21,19,12,2,30,0,0,25,2,4,50,1799,383,9215,20,-1
26,0,7,22,10,10,0,30,0,0,30,0,3,50,1855,428,11007,61,-1
18,0,7,23,13,0,4,29,1,0,17,5,8,38,1914,355,16639,56,-1
30,0,7,30,15,0,16,30,0,0,29,4,5,50,2686,395,32767,189,-1
30,6,0,30,17,4,10,30,2,0,30,0,4,50,2672,456,32767,384,-1
30,0,0,30,15,0,9,30,0,0,30,4,5,50,2699,467,32767,51,-1
30,5,0,30,19,4,14,30,0,0,30,6,4,50,2636,401,32767,389,-1
30,0,7,30,15,1,17,30,0,0,30,0,4,50,2678,383,32767,113,-1
30,4,0,30,19,3,9,30,0,0,30,0,2,50,2766,488,32767,72,-1
30,3,0,30,17,0,7,30,0,0,29,2,4,50,2583,469,24575,31,-1
22,0,0,22,12,0,0,30,0,0,23,3,6,45,1876,420,17152,36,-1
10,3,0,20,19,23,6,15,0,0,24,6,10,25,1784,305,11519,20,-1
26,0,14,26,17,3,4,30,0,0,27,6,8,50,2158,406,16128,133,-1
29,0,0,29,12,0,4,30,0,0,30,3,5,50,2336,462,16895,46,-1
25,0,7,22,12,14,1,30,1,0,20,2,6,50,1857,400,9727,26,-1
25,0,0,21,17,14,3,30,0,0,24,2,5,50,1810,366,9727,26,-1
26,0,0,23,17,8,4,30,0,0,21,4,4,50,1927,382,11263,92,-1
26,0,14,22,19,7,2,30,0,0,21,4,5,50,1824,386,10495,36,-1
29,0,14,30,17,2,17,30,0,0,28,2,6,50,2616,371,32511,72,-1
30,0,0,30,17,4,11,30,0,0,30,1,4,50,2604,437,32767,41,-1
30,0,21,30,17,1,0,30,0,0,30,0,1,50,2697,695,32767,174,-1
30,3,0,30,17,4,18,30,0,0,30,3,4,50,2682,379,32767,20,-1
30,1,0,30,17,1,6,30,0,0,30,2,3,50,2639,500,32767,82,-1
30,2,0,30,19,6,18,30,0,0,30,2,2,50,2719,393,32767,138,-1
30,0,0,30,19,3,16,30,1,0,30,2,5,50,2633,383,28927,276,-1
30,0,14,30,17,0,12,30,0,0,30,0,3,50,2721,451,32767,26,-1
20,0,0,22,17,0,0,30,0,0,19,4,7,42,1892,437,14079,67,-1
28,12,0,30,17,4,12,30,0,0,30,6,7,50,2528,394,32766,61,-1
30,0,0,30,17,1,9,30,0,0,30,0,4,50,2672,471,32767,51,-1
30,0,7,30,12,2,21,30,0,0,30,4,4,50,2667,352,32767,599,-1
30,0,14,30,21,2,11,30,0,0,30,2,5,50,2682,444,32767,364,-1
30,0,14,30,17,2,17,30,0,0,30,0,3,50,2725,398,32767,36,-1
23,0,0,21,17,14,4,30,2,0,23,2,5,46,1806,356,11007,46,-1
30,2,0,30,15,4,18,30,0,0,30,5,4,50,2654,374,25599,41,-1
29,5,0,30,17,3,17,30,0,0,30,6,6,50,2636,370,28159,72,-1
30,0,21,30,15,4,15,30,0,0,30,2,3,50,2677,406,30207,61,-1
29,1,0,30,19,5,14,30,2,0,30,2,6,50,2371,359,21760,220,-1
30,0,0,30,17,1,10,30,0,0,30,3,4,50,2700,454,32767,41,-1
30,0,21,30,15,4,13,30,0,0,30,0,4,50,2708,432,30463,31,-1
29,0,7,30,13,4,15,30,1,0,29,0,6,50,2639,388,32767,287,-1
21,1,0,26,15,4,4,30,4,0,21,4,8,40,2165,410,18432,67,-1
22,0,21,27,17,1,6,30,0,0,21,4,7,41,2201,397,18432,133,-1
26,0,7,22,17,13,2,30,0,0,23,2,5,50,1866,398,9215,36,-1
18,0,0,22,19,12,7,25,2,0,20,6,7,36,1847,324,11519,128,-1
18,0,0,24,17,0,2,27,1,0,18,5,8,35,2037,403,13567,26,-1
28,0,14,26,15,11,2,30,0,0,30,1,3,50,2081,441,11263,31,-1
26,4,0,23,15,13,3,30,0,0,24,2,4,50,1909,396,10495,67,-1
10,0,7,19,17,21,7,17,0,0,17,6,10,28,1667,281,11775,46,-1
20,0,0,22,19,15,2,29,0,0,20,2,6,41,1840,375,9983,31,-1
25,3,0,22,15,13,2,30,0,0,21,2,5,49,1835,389,9215,36,-1
24,5,0,22,15,6,0,30,0,0,19,2,5,48,1865,409,9471,41,-1
24,3,0,26,17,0,6,30,5,0,28,2,11,48,2175,376,32767,77,-1
30,4,0,30,15,3,6,30,0,0,30,3,3,50,2696,511,32767,440,-1
30,0,7,30,17,4,7,30,0,0,30,2,2,50,2650,506,32767,379,-1
30,0,0,30,17,3,14,30,1,0,30,5,5,50,2618,396,32766,384,-1
30,6,0,30,17,5,21,30,0,0,30,4,3,50,2700,356,32766,195,-1
30,0,7,30,17,8,15,30,0,0,30,4,5,50,2657,398,25087,97,-1
22,0,14,26,17,0,6,30,1,0,21,6,7,41,2161,384,16640,46,-1
30,12,0,30,17,4,12,30,0,0,30,4,4,50,2635,423,24064,51,-1
24,0,7,25,19,2,3,30,0,0,21,4,7,46,2051,400,18176,102,-1
30,0,14,30,15,7,18,30,0,0,30,6,5,50,2545,352,32767,82,-1
30,0,0,30,17,3,9,30,1,0,30,4,4,50,2674,464,32767,31,-1
28,0,0,30,13,5,12,30,0,0,30,2,7,50,2626,414,32512,548,-1
17,0,14,21,21,1,0,26,1,0,18,4,8,37,1843,385,14080,31,-1
22,1,0,28,15,3,8,30,0,0,22,7,8,39,2245,375,17663,87,-1
28,0,7,26,17,4,3,30,4,0,29,4,4,50,2143,438,12031,46,-1
27,5,0,23,15,10,0,30,2,0,22,0,3,50,1927,441,11007,46,-1
26,0,21,22,17,12,2,30,0,0,23,2,4,50,1864,394,9983,82,-1
26,0,7,22,17,14,5,30,0,0,23,2,5,50,1854,357,9727,56,-1
26,0,21,22,17,12,3,0,0,0,25,2,4,50,1837,375,10751,61,-1
22,0,21,21,17,14,3,29,1,0,23,2,5,43,1809,360,10239,41,-1
18,0,28,21,15,7,2,25,2,0,18,4,6,38,1765,367,10239,26,2
30,1,7,30,15,1,4,30,4,0,30,0,2,50,2234,462,32767,51,2
30,0,14,29,17,6,18,30,0,0,29,2,4,50,2296,320,32767,20,2
16,0,7,29,19,2,10,29,0,0,21,5,10,30,2140,333,32767,133,2
28,7,0,25,17,0,1,30,0,0,30,0,2,50,2000,456,32767,31,2
28,9,0,25,12,2,7,30,0,0,30,1,2,50,2029,379,32767,102,2
29,0,0,28,15,2,5,30,1,0,30,2,4,50,2074,403,32767,41,2
30,1,0,29,23,3,5,30,0,0,30,1,2,50,2302,462,32767,36,2
28,0,14,25,17,2,5,30,0,0,23,2,4,50,2079,408,32767,20,2
29,0,0,26,15,0,7,30,4,0,30,0,2,50,1987,376,32767,640,2
28,0,28,25,12,1,1,30,0,0,30,0,2,50,1886,430,32767,568,2
30,0,28,29,17,1,9,30,0,0,30,0,4,50,2304,404,32767,56,2
29,5,0,28,19,6,12,30,3,0,30,5,4,50,2282,365,32767,266,2
29,0,0,25,19,0,2,30,0,0,30,1,1,50,1985,440,32767,358,2
30,0,0,30,17,0,11,30,0,0,30,4,5,50,2220,366,32767,573,2
29,0,7,26,17,3,6,30,2,0,30,2,2,50,2075,397,32767,102,2
30,0,28,28,15,1,13,30,0,0,30,0,3,50,2257,360,32767,113,2
30,0,7,28,10,2,10,30,0,0,30,2,2,50,2260,390,32767,67,2
29,0,7,25,19,3,5,30,1,0,30,0,1,50,2038,412,32767,369,2
30,5,14,29,12,1,9,30,2,0,30,0,2,50,1930,342,32767,26,2
30,0,0,28,17,0,9,30,0,0,30,0,2,50,2202,394,32767,72,2
30,17,0,30,12,5,12,30,0,0,30,3,2,50,2361,387,32767,123,2
28,4,0,26,17,4,9,30,0,0,30,2,4,50,2083,363,32767,307,2
30,0,7,25,17,1,0,30,0,0,30,0,0,50,1993,476,32767,72,2
28,4,0,26,15,5,7,30,3,0,30,2,3,50,2096,390,32767,179,2
27,0,7,21,17,5,1,30,0,0,30,0,1,50,1780,410,32767,36,2
28,0,30,27,12,0,4,30,1,0,30,1,4,50,2204,440,32767,205,2
29,0,7,25,19,4,2,30,0,0,30,0,1,50,2028,447,32767,26,2
26,0,7,22,10,2,4,30,2,0,30,1,3,50,1871,384,32767,36,2
27,0,21,24,15,4,10,30,0,0,27,4,4,50,1823,309,32767,328,2
30,0,14,27,19,6,11,30,0,0,30,1,2,50,2187,365,32767,72,2
30,3,7,28,17,2,8,30,0,0,30,2,2,50,2260,410,32767,36,2
27,0,7,25,19,6,6,30,3,0,30,1,5,50,2062,378,32767,481,2
30,0,7,29,19,4,8,30,1,0,30,1,1,50,2268,415,32767,220,2
30,12,0,29,19,8,17,30,3,0,30,4,3,50,2314,335,32767,154,2
28,0,30,23,21,3,5,30,3,0,30,0,2,50,1910,388,32767,323,2
27,0,0,21,8,0,6,30,4,0,30,0,1,50,1790,346,32767,138,2
30,0,0,30,17,11,10,30,0,0,30,1,4,50,2387,408,32767,179,2
28,14,0,26,15,3,3,30,8,0,29,2,4,50,2143,436,32767,31,2
28,1,7,22,11,5,6,30,0,0,30,0,0,50,1817,360,32767,56,2
28,0,14,24,15,0,0,30,0,0,30,0,1,50,1992,521,32767,51,2
29,0,7,30,12,6,10,30,2,0,30,2,6,50,2345,386,32767,189,2
28,0,7,22,15,1,4,30,0,0,30,0,1,50,1853,389,32767,276,2
28,6,0,23,17,9,14,30,0,0,30,3,2,50,1892,299,32767,599,2
30,0,0,27,12,3,7,30,3,0,30,1,2,50,2190,412,32767,41,2
29,0,7,26,17,5,12,30,2,0,30,2,2,50,2125,352,32767,410,2
28,1,0,22,19,0,0,0,0,0,30,0,0,50,1733,413,32767,343,2
30,1,0,27,15,2,9,30,0,0,30,0,1,50,2156,387,32767,548,2
30,0,28,29,15,0,0,30,0,0,30,0,3,50,2127,514,32767,174,2
26,0,7,21,11,1,2,30,0,0,30,0,2,50,1799,395,32767,41,2
29,0,21,24,15,3,9,30,0,0,30,0,0,50,1970,361,32767,189,2
30,1,0,29,19,4,15,30,0,0,30,4,3,50,2277,348,32767,20,2
26,0,7,22,10,3,8,30,1,0,30,2,3,50,1849,334,32767,21,2
30,1,0,29,12,1,3,30,0,0,30,0,1,50,2291,495,32767,77,2
30,0,0,30,15,0,5,30,0,0,30,2,3,50,2294,448,32767,635,2
28,0,7,25,23,3,7,30,0,0,30,2,3,50,2031,381,32767,97,2
28,1,0,29,15,1,12,30,0,0,30,6,7,50,2330,362,32767,97,2
30,1,0,30,12,8,15,30,2,0,30,4,3,50,2347,355,32767,51,2
30,0,7,28,23,0,0,30,0,0,30,0,1,50,1767,471,32767,61,2
10,6,0,23,15,5,23,23,0,0,18,1,14,26,2009,228,25087,348,2
29,0,14,25,12,2,13,0,2,0,30,0,1,50,2042,336,32767,31,2
30,0,7,27,17,4,8,30,0,0,30,1,1,50,2184,399,32767,118,2
27,0,14,22,10,1,16,30,0,0,30,2,2,50,1704,257,32767,189,2
